448,658,432,828,448,978,448,997,368,1035,352,1035,368
336,658,336,828,336,978,336,997,256,1035,240,1016,272
336,658,336,828,336,978,352,997,256,1035,240,1016,272
352,658,336,828,336,978,352,997,256,1035,240,1016,272
352,658,336,828,336,978,352,997,256,1016,240,1016,272
352,658,336,828,336,978,352,997,256,1035,240,1016,272
352,658,336,828,336,978,352,978,256,1035,240,1016,272
352,658,336,828,336,978,352,978,272,1035,240,1016,272
352,658,352,828,352,978,352,978,256,1016,240,1016,272
352,658,352,828,352,978,352,978,256,1035,240,1016,272
352,658,352,828,352,978,352,978,256,1035,240,1016,272
352,658,352,828,352,978,352,978,272,1035,256,1016,272
352,658,352,828,352,978,352,978,272,1016,256,1016,272
352,658,352,828,352,978,352,978,272,1016,256,1016,272
352,658,352,828,336,960,352,978,272,1035,256,1016,272
352,658,352,828,336,960,352,978,272,1035,256,1035,288
352,658,352,828,336,960,352,978,272,1035,256,1035,288
352,658,352,828,336,960,352,978,272,1035,256,1035,288
352,658,352,828,336,960,352,978,272,1054,256,1035,288
352,658,352,828,336,960,352,978,272,1054,256,1035,288
352,658,336,828,336,960,352,978,272,1054,256,1054,288
352,658,352,828,336,960,352,978,272,1054,256,1054,288
352,658,352,828,336,960,352,978,272,1054,256,1054,288
352,658,336,828,336,960,336,978,288,1054,272,1054,288
352,658,336,828,336,960,352,960,288,1054,256,1054,288
352,658,336,828,336,960,352,960,288,1054,256,1054,288
352,658,336,828,336,960,352,960,288,1054,256,1054,288
352,658,336,828,336,960,352,960,288,1054,272,1054,288
352,658,336,809,336,960,336,960,288,1054,272,1054,288
352,658,336,809,336,941,352,960,288,1054,272,1054,288
352,658,336,828,336,941,352,960,288,1072,272,1072,288
336,658,336,828,336,941,352,960,288,1072,256,1054,288
352,658,336,809,336,941,352,960,288,1072,272,1054,288
336,658,336,809,336,941,352,941,288,1054,272,1054,288
336,658,336,828,336,941,352,941,288,1054,272,1054,288
336,658,336,828,352,941,352,941,288,1054,272,1054,288
336,658,336,828,352,941,352,941,288,1054,272,1054,288
336,658,352,828,352,941,352,941,288,1054,272,1035,288
336,658,352,828,352,922,352,941,288,1054,272,1035,304
336,658,352,809,352,922,352,922,304,1035,272,1035,304
336,640,352,828,352,922,352,922,304,1035,288,1035,304
336,640,352,809,352,922,352,922,304,1035,288,1035,304
336,640,352,828,352,903,352,922,304,1035,288,1035,304
336,640,352,828,352,922,368,922,304,1035,288,1035,304
336,640,352,828,352,922,368,922,304,1035,288,1035,304
352,658,352,828,368,941,368,941,304,1035,288,1035,304
352,658,352,828,368,960,384,960,304,1035,288,1016,304
352,658,352,828,368,978,384,978,304,1016,288,1016,304
352,658,352,828,368,978,384,997,304,1016,288,1016,320
